"'NULL'","13","4","1","86","0","1","1989-06-09","0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","3","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","4","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","5","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","6","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","7","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","11","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","12","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","13","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","14","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","15","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","16","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","236","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","492","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","493","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","494","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","512","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","2073","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","2074","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","2075","86","0","1","1","0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","2079","86","0","1","2","0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","2080","86","0","1","2","0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","2081","86","0","1","2","0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","2082","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","2083","86","0","0",,"0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","2084","86","0","1","2","0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","2095","86","0","1","20","0","0","NULL","'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","18","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","19","173","0","1","1","0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","20","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","21","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","22","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","23","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","24","173","0","1",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","25","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","26","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","27","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","28","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","482","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","487","173","0","1","1","0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","514","173","0","1","20","0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","515","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","1073","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","1074","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","2090","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
"'NULL'","13","4","2091","173","0","0",,"0","0",NULL,"'NULL'","'NULL'","1","0","1"
