"39","14","1","86","0","1",,"2","0","0","0","0","2","0","0","1","0","0"
"40","14","1","86","0","0",,"2","0","0","0","0","2","0","0","1","0","0"
"41","14","1","0","0","0",,"2","0","0","0","0","2","0","0","1","0","0"
"42","14","35","173","0","3",,"2","0","0","0","0","2","0","0","1","0","0"
"43","14","35","173","0","0",,"2","0","0","0","0","2","0","0","1","0","0"
"44","14","35","174","0","49",,"2","0","0","0","0","2","0","0","1","0","0"
"45","14","35","174","0","0",,"2","0","0","0","0","2","0","0","1","0","0"
"46","14","35","174","0","76",,"2","0","0","0","0","2","0","0","1","0","0"
"47","14","35","174","0","5",,"2","0","0","0","1","2","0","0","1","0","0"
"48","14","35","174","0","5",,"2","0","0","0","2","2","0","0","1","0","0"
"49","14","35","0","0","0",,"2","0","0","0","0","2","0","0","1","0","0"
"50","14","36","175","0","141",,"2","0","0","0","0","2","0","0","1","0","0"
"51","14","36","175","0","0",,"2","0","0","0","0","2","0","0","1","0","0"
"52","14","36","175","0","82",,"2","0","0","0","0","2","0","0","1","0","0"
"53","14","36","175","0","139",,"2","0","0","0","0","2","0","0","1","0","0"
"54","14","36","175","0","143",,"2","0","0","0","0","2","0","0","1","0","0"
"55","14","36","175","0","59",,"2","0","0","0","0","2","0","0","1","0","0"
"56","14","37","176","0","141",,"2","0","0","0","0","2","0","0","1","0","0"
"57","14","37","176","0","0",,"2","0","0","0","0","2","0","0","1","0","0"
"58","14","37","176","0","144",,"2","0","0","0","0","2","0","0","1","0","0"
"59","14","37","176","0","59",,"2","0","0","0","0","2","0","0","1","0","0"
"60","14","38","177","0","141",,"2","0","0","0","0","2","0","0","1","0","0"
"61","14","38","177","0","0",,"2","0","0","0","0","2","0","0","1","0","0"
"62","14","38","177","0","144",,"2","0","0","0","0","2","0","0","1","0","0"
"63","14","38","177","0","59",,"2","0","0","0","0","2","0","0","1","0","0"
"64","14","38","0","0","0",,"2","0","0","0","0","2","0","0","1","0","0"
"65","14","39","178","0","137",,"2","0","0","0","0","2","0","0","1","0","0"
"66","14","39","178","0","0",,"2","0","0","0","0","2","0","0","1","0","0"
"67","14","39","0","0","0",,"2","0","0","0","0","2","0","0","1","0","0"
"68","14","40","179","0","78",,"2","0","0","0","0","2","0","0","1","0","0"
"69","14","40","179","0","0",,"2","0","0","0","0","2","0","0","1","0","0"
"70","14","40","179","0","9",,"2","0","0","0","3","2","0","0","1","0","0"
"71","14","40","179","0","113",,"2","0","0","0","0","2","0","0","1","0","0"
"72","14","40","179","0","40",,"2","0","0","0","0","2","0","0","1","0","0"
"73","14","40","179","0","32",,"2","0","0","0","0","2","0","0","1","0","0"
"74","14","40","179","0","4",,"2","0","0","0","5","2","0","0","1","0","0"
"75","14","40","179","0","98",,"2","0","0","0","0","2","0","0","1","0","0"
"76","14","40","179","0","56",,"2","0","0","0","6","2","0","0","1","0","0"
